longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,target
7,1,2,1,1,0,1,6,0,211300.0
7,1,3,8,6,6,6,8,0,294900.0
7,1,2,3,5,2,4,5,0,137500.0
7,1,1,3,4,2,4,6,0,139200.0
7,1,2,6,6,6,6,5,0,262000.0
7,1,4,4,2,5,3,8,0,222500.0
7,1,4,3,1,3,2,7,0,224200.0
7,1,2,3,4,4,4,6,0,230000.0
7,1,3,7,5,6,6,8,0,347600.0
7,1,2,8,6,8,7,9,0,301800.0
7,1,3,7,5,6,5,8,0,273400.0
7,1,3,7,5,7,6,8,0,288000.0
7,1,3,8,6,7,6,8,0,318200.0
7,1,2,8,6,7,6,8,0,295600.0
7,1,2,8,6,8,7,9,0,319500.0
7,1,2,3,2,3,2,7,0,205800.0
7,1,1,8,8,8,8,6,0,225800.0
7,1,2,7,5,6,6,8,0,274200.0
7,1,2,8,8,8,8,8,0,342600.0
7,1,1,8,9,8,9,4,0,290900.0
7,1,2,3,1,2,1,7,0,304500.0
7,1,2,6,4,5,4,8,0,306500.0
7,1,2,8,7,7,7,8,0,276500.0
7,1,0,6,7,6,7,6,0,158800.0
7,1,2,8,7,8,8,8,0,284500.0
7,1,3,8,7,7,7,9,0,284600.0
7,1,2,8,8,8,8,8,0,231900.0
7,1,3,8,6,7,6,9,0,350200.0
7,1,3,8,6,7,7,8,0,292000.0
7,1,1,8,7,8,7,9,0,390500.0
7,1,3,8,8,7,8,8,0,279300.0
7,1,3,6,5,4,4,7,0,289600.0
7,1,2,7,5,5,5,8,0,290400.0
7,1,2,6,3,5,4,9,0,316700.0
7,1,3,7,5,7,6,8,0,278000.0
7,1,3,7,6,6,6,8,0,264600.0
7,1,4,6,4,5,4,8,0,252900.0
7,1,4,7,5,7,6,8,0,286100.0
7,1,4,4,3,4,4,6,0,229400.0
7,1,2,4,3,3,3,6,0,239200.0
7,1,2,7,7,7,7,5,0,213000.0
7,1,1,5,5,3,5,8,0,247200.0
7,1,4,8,7,7,7,8,0,265100.0
7,1,3,8,7,7,7,8,0,281500.0
7,1,1,8,7,8,7,9,0,382100.0
7,1,2,8,8,8,8,9,0,333300.0
7,1,3,8,7,7,6,9,0,350600.0
7,1,4,5,3,3,3,8,0,339300.0
7,1,4,5,3,3,3,8,0,344000.0
7,1,3,8,7,7,8,8,0,289800.0
7,1,3,4,2,3,3,9,0,343300.0
7,1,2,8,8,6,8,6,0,363100.0
7,1,2,4,2,2,2,8,0,383900.0
7,1,2,8,6,8,7,8,0,269800.0
7,1,2,8,5,8,8,4,0,219700.0
7,1,3,6,6,7,6,8,0,240400.0
7,1,4,7,6,7,7,8,0,243100.0
7,1,0,8,8,8,8,8,0,264700.0
7,1,4,7,6,7,6,8,0,279400.0
7,1,2,8,7,8,7,9,0,330700.0
7,1,1,8,8,8,8,3,0,180300.0
7,1,1,7,5,6,5,9,0,369100.0
7,1,3,8,5,7,7,8,0,281900.0
7,1,2,6,3,5,4,8,0,332900.0
7,1,1,8,7,8,7,9,0,390800.0
7,1,4,3,2,1,1,8,0,232100.0
7,1,1,6,6,4,6,8,0,447700.0
7,1,1,8,8,7,8,7,0,397600.0
7,1,2,8,8,7,8,6,0,429200.0
7,1,4,8,8,7,8,6,0,442700.0
7,1,7,6,7,2,4,3,0,408300.0
7,1,1,8,8,8,8,7,0,273600.0
7,1,2,4,5,4,5,5,0,186900.0
7,1,1,7,7,7,7,6,0,234600.0
7,1,1,7,8,8,8,4,0,216700.0
7,1,2,8,8,7,8,7,0,282200.0
7,1,1,5,5,4,6,6,0,350000.0
7,1,2,3,4,3,5,5,0,262500.0
7,1,1,6,7,5,7,4,0,252900.0
7,1,5,2,2,1,1,7,0,353100.0
7,1,1,7,7,3,7,3,0,268800.0
7,1,0,8,8,6,8,6,0,271400.0
7,1,0,8,8,8,8,9,0,477700.0
7,1,1,8,8,8,8,8,0,285400.0
7,1,6,8,7,6,7,7,0,387800.0
7,1,2,8,8,8,8,6,0,279700.0
7,1,2,4,6,8,7,2,0,237500.0
7,1,2,3,5,7,5,3,0,216700.0
7,1,3,8,8,8,8,8,0,331900.0
7,1,3,8,8,8,8,8,0,285700.0
7,1,3,9,9,9,9,6,0,267800.0
7,1,3,8,6,7,7,8,0,302500.0
7,1,3,8,8,8,8,7,0,336900.0
7,1,3,8,8,8,8,7,0,261000.0
7,1,3,8,8,8,8,7,0,237800.0
7,1,3,4,4,5,5,5,0,250900.0
7,1,4,5,2,2,2,8,0,342800.0
7,1,2,7,8,7,8,4,0,220800.0
7,1,4,3,2,2,2,8,0,255700.0
7,1,2,6,7,6,6,6,0,134800.0
7,1,1,4,6,5,5,5,0,188500.0
7,1,2,8,9,8,8,7,0,295600.0
7,1,3,8,6,7,7,9,0,302700.0
7,1,0,1,0,0,0,9,0,500001.0
7,1,1,8,8,8,8,7,0,248800.0
7,1,1,2,2,3,2,8,0,216400.0
7,1,1,5,8,6,8,0,0,350000.0
7,1,3,6,5,5,5,8,0,287800.0
7,1,1,7,4,5,5,9,0,395300.0
7,1,4,2,1,2,1,8,0,271400.0
7,1,1,8,7,8,8,9,0,437900.0
7,1,1,8,8,8,8,7,0,169400.0
7,1,1,6,7,5,7,6,0,188900.0
7,1,1,3,5,3,6,6,0,182500.0
7,1,1,8,8,8,8,8,0,295100.0
7,1,1,8,8,7,8,8,0,396900.0
7,1,5,8,8,8,8,8,0,380000.0
7,1,7,1,1,1,2,7,0,400000.0
7,1,1,6,8,2,6,8,0,346400.0
7,1,8,1,2,1,3,7,0,500001.0
7,1,8,3,4,3,4,7,0,422200.0
7,1,3,3,2,1,3,7,0,390500.0
7,1,6,4,6,3,5,7,0,495500.0
7,1,5,2,3,1,3,7,0,457100.0
7,1,5,1,3,1,3,7,0,500001.0
7,1,5,4,5,3,6,6,0,500001.0
7,1,3,1,2,1,2,7,0,485000.0
7,1,5,1,1,0,1,8,0,500001.0
7,1,2,2,2,1,1,9,0,500001.0
7,1,2,8,8,7,8,8,0,500001.0
7,1,4,8,6,6,6,9,0,461600.0
7,1,3,8,6,6,6,9,0,500001.0
7,1,1,3,2,1,2,9,0,401700.0
7,1,1,6,3,3,3,10,0,500001.0
7,1,1,8,7,6,7,9,0,500001.0
7,1,1,4,4,1,4,9,0,340700.0
7,1,4,5,5,5,5,7,0,266100.0
7,1,2,4,5,3,4,8,0,226100.0
7,1,3,8,8,8,8,5,0,174500.0
7,1,4,2,4,1,4,0,0,62000.0
7,1,4,5,6,3,6,1,0,87500.0
7,1,4,4,6,1,6,1,0,67500.0
7,1,4,7,8,3,8,1,0,68500.0
7,1,4,4,7,2,7,0,0,46900.0
7,1,4,3,5,1,5,0,0,58500.0
7,1,4,8,9,7,9,0,0,61300.0
7,1,4,4,6,1,6,0,0,54300.0
7,1,4,1,3,0,3,0,0,46700.0
7,1,4,0,0,0,0,1,0,71300.0
7,1,4,5,7,2,7,0,0,67500.0
7,1,4,4,5,6,5,3,0,176000.0
7,1,5,7,7,8,7,7,0,186000.0
7,1,4,2,4,8,4,2,0,137500.0
7,1,4,6,3,4,4,8,0,316700.0
7,1,4,6,6,7,7,6,0,214800.0
7,1,4,7,5,6,5,8,0,231200.0
7,1,4,8,8,8,8,8,0,221900.0
7,1,1,4,1,3,2,9,0,338800.0
7,1,1,8,7,5,7,8,0,235600.0
7,1,4,6,4,5,5,8,0,235800.0
7,1,4,8,7,8,7,8,0,248200.0
7,1,4,8,7,7,7,8,0,234100.0
7,1,4,9,8,8,8,8,0,264900.0
7,1,3,8,8,8,8,5,0,180000.0
7,1,7,1,2,2,2,4,0,199600.0
7,1,5,3,5,5,5,3,0,184400.0
7,1,5,7,7,8,7,7,0,207500.0
7,1,4,8,8,8,8,7,0,240000.0
7,1,1,8,8,8,8,6,0,304700.0
7,1,2,8,8,8,8,6,0,248100.0
7,1,3,8,7,8,7,8,0,284900.0
7,1,5,2,1,3,2,4,0,202400.0
7,1,4,7,7,8,7,6,0,197400.0
7,1,5,2,3,5,4,4,0,190900.0
7,1,2,6,8,6,8,1,0,177700.0
7,1,3,7,8,8,8,4,0,191800.0
7,1,3,2,6,8,5,1,0,150000.0
7,1,3,4,4,3,5,6,0,192500.0
7,1,4,5,4,6,5,7,0,210600.0
7,1,6,4,3,5,3,7,0,207500.0
7,1,6,6,4,6,5,7,0,211500.0
7,1,4,3,4,6,4,5,0,195800.0
7,1,6,2,1,3,2,8,0,204100.0
7,1,5,3,2,3,2,8,0,217500.0
7,1,6,4,3,5,3,6,0,191900.0
7,1,4,4,6,8,7,1,0,177700.0
7,1,3,2,1,1,2,4,0,192800.0
7,1,5,4,5,6,6,3,0,194200.0
7,1,4,5,5,4,5,4,0,211700.0
7,1,1,1,2,3,2,3,0,179200.0
7,1,1,1,3,4,3,3,0,208800.0
7,1,3,8,8,6,8,3,0,221200.0
7,1,0,0,0,0,0,8,0,181300.0
7,1,4,4,2,3,2,8,0,218900.0
7,1,3,8,6,7,7,8,0,255900.0
7,1,5,7,5,6,6,7,0,223500.0
7,1,4,8,6,7,6,9,0,294900.0
7,1,4,8,8,8,8,8,0,237600.0
7,1,5,7,7,7,7,6,0,216600.0
7,1,5,5,4,5,4,8,0,223200.0
7,1,4,7,6,7,6,8,0,228900.0
7,1,2,6,5,4,5,8,0,207400.0
7,1,4,4,2,2,2,7,0,257500.0
7,1,4,5,3,4,4,8,0,233100.0
7,1,4,7,6,6,6,8,0,270100.0
7,1,4,8,6,7,7,8,0,259400.0
7,1,4,8,6,7,7,8,0,247100.0
7,1,5,8,7,6,7,8,0,369400.0
7,1,6,7,6,5,6,9,0,384500.0
7,1,6,6,4,4,4,9,0,376200.0
7,1,4,4,2,2,2,8,0,342700.0
7,1,6,5,4,3,3,8,0,362400.0
7,1,5,8,7,7,7,8,0,360100.0
7,1,6,5,3,4,3,8,0,372000.0
7,1,5,6,4,4,5,9,0,364700.0
7,1,4,8,8,8,8,7,0,340100.0
7,1,3,8,8,8,8,8,0,240400.0
7,1,3,6,4,6,4,8,0,258000.0
7,1,3,0,0,0,0,8,0,193800.0
7,1,1,7,4,6,5,9,0,359600.0
7,1,1,8,7,6,7,8,0,219500.0
7,1,2,7,4,5,5,9,0,390900.0
7,1,4,7,4,4,4,8,0,353500.0
7,1,4,5,3,3,3,8,0,359100.0
7,1,3,8,6,7,6,9,0,355600.0
7,1,6,6,5,5,5,7,0,245100.0
7,1,3,5,5,5,6,7,0,196900.0
7,1,4,8,7,7,7,8,0,320700.0
7,1,3,4,5,4,4,6,0,212500.0
7,1,2,2,3,3,2,5,0,195300.0
7,1,2,5,6,4,6,5,0,193100.0
7,1,2,4,3,5,3,4,0,277400.0
7,1,3,8,8,8,8,7,0,256000.0
7,1,3,8,7,8,7,9,0,329700.0
7,1,2,8,8,8,8,7,0,320700.0
7,1,4,8,7,8,7,8,0,273900.0
7,1,2,2,2,3,2,6,0,201900.0
7,1,4,2,2,2,2,7,0,159600.0
7,1,4,6,5,3,5,7,0,190900.0
7,1,4,7,6,7,6,8,0,263000.0
7,1,3,6,3,5,4,9,0,398800.0
7,1,3,2,3,2,2,5,0,218200.0
7,1,3,1,2,1,2,4,0,237500.0
7,1,2,3,3,2,3,8,0,244400.0
7,1,2,5,5,4,5,5,0,245300.0
7,1,2,6,5,5,5,8,0,318500.0
7,1,2,5,5,5,5,7,0,258300.0
7,1,1,1,3,1,2,4,0,260000.0
7,1,6,7,7,8,8,6,0,198400.0
7,1,4,7,6,7,6,7,0,229600.0
7,1,4,0,1,1,1,4,0,132800.0
7,1,3,8,8,8,8,7,0,226400.0
7,1,3,8,7,8,7,8,0,286700.0
7,1,3,8,7,7,7,7,0,343900.0
7,1,3,7,3,5,4,9,0,386700.0
7,1,2,4,6,4,6,5,0,163800.0
7,1,3,8,7,6,7,7,0,213400.0
7,1,3,8,7,8,7,8,0,241000.0
7,1,4,7,6,7,6,8,0,216100.0
7,1,4,6,5,6,5,8,0,234600.0
7,1,4,8,6,7,6,8,0,237400.0
7,2,2,3,3,4,3,7,0,289300.0
7,2,3,5,3,4,3,8,0,279200.0
7,2,3,7,5,7,6,8,0,315900.0
7,2,4,6,4,5,4,8,0,313100.0
7,2,2,8,6,7,6,9,0,328500.0
7,2,1,3,4,5,4,5,0,344400.0
7,1,5,8,8,8,8,7,0,208600.0
7,1,5,8,7,7,7,6,0,215600.0
7,1,4,8,8,8,8,6,0,196000.0
7,1,4,8,8,8,8,3,0,217600.0
7,1,3,4,5,4,5,5,0,204500.0
7,1,0,8,8,8,8,6,0,192300.0
7,1,2,8,8,8,8,6,0,190100.0
7,1,6,7,7,8,7,7,0,200900.0
7,2,4,5,4,5,4,8,0,220700.0
7,2,5,4,3,4,3,8,0,213000.0
7,2,5,5,5,6,5,6,0,203700.0
7,2,3,8,8,8,8,5,0,224100.0
7,2,5,4,5,5,4,5,0,209300.0
7,2,5,7,7,8,7,7,0,195200.0
7,2,6,1,1,1,1,7,0,188000.0
7,2,5,5,5,5,4,4,0,194200.0
7,1,4,8,8,8,8,7,0,202100.0
7,1,6,8,7,8,8,8,0,213400.0
7,1,6,7,6,8,7,7,0,214100.0
7,1,5,8,8,8,8,8,0,226400.0
7,2,7,1,1,2,1,4,0,187200.0
7,2,6,4,2,3,2,7,0,212600.0
7,2,6,4,4,4,4,6,0,197200.0
7,2,5,1,1,1,1,5,0,203000.0
7,2,6,3,2,3,2,8,0,192600.0
7,1,6,4,3,6,3,7,0,207000.0
7,1,5,2,2,3,2,6,0,195100.0
7,1,5,6,7,8,7,3,0,165100.0
7,2,4,8,9,9,9,3,0,185700.0
7,2,2,7,8,8,8,3,0,178000.0
7,2,4,3,2,2,2,7,0,268100.0
7,2,2,2,4,4,3,4,0,269600.0
7,2,1,5,6,5,6,6,0,159400.0
7,2,8,2,2,3,3,5,0,161100.0
7,2,2,6,7,8,7,2,0,170800.0
7,2,1,3,5,5,5,3,0,174000.0
7,2,1,4,6,5,5,3,0,165600.0
7,2,2,5,6,7,6,3,0,217000.0
7,2,6,1,2,3,2,5,0,161900.0
7,2,2,5,7,7,7,3,0,176100.0
7,2,2,7,5,5,5,9,0,393700.0
7,2,4,7,6,6,6,8,0,240600.0
7,2,3,8,8,8,8,7,0,160500.0
7,2,3,4,2,3,2,9,0,347800.0
7,2,2,3,3,2,3,7,0,181800.0
7,2,2,3,5,4,4,3,0,137500.0
7,2,0,2,2,1,2,7,0,185100.0
7,2,0,2,1,1,1,8,0,218500.0
7,2,1,8,6,8,6,9,0,367400.0
7,2,1,4,2,4,3,8,0,321600.0
7,2,1,1,0,0,0,9,0,462800.0
3,9,6,3,4,0,0,0,0,143800.0
4,9,5,7,6,0,0,1,0,124000.0
4,9,3,5,3,0,0,0,0,170000.0
3,9,1,4,3,0,0,6,0,200000.0
3,9,4,5,4,0,0,3,0,171900.0
3,9,3,5,5,0,0,6,0,127800.0
3,9,2,3,3,0,0,5,0,146900.0
3,9,5,3,3,0,1,3,0,145800.0
3,9,4,3,3,0,0,8,0,176600.0
3,9,1,2,1,0,0,6,0,283300.0
3,9,2,6,6,0,1,5,0,179200.0
3,9,2,8,6,0,0,8,0,360000.0
3,9,2,2,1,0,0,5,0,213200.0
3,9,2,3,2,0,0,3,0,196900.0
3,9,2,5,4,0,0,7,0,158300.0
3,9,3,7,6,0,0,3,0,153300.0
3,9,2,3,2,0,0,7,0,146900.0
3,9,2,8,7,0,0,7,0,169500.0
4,9,3,5,6,1,1,3,0,163500.0
4,9,5,5,5,1,1,2,0,123800.0
4,9,3,5,5,0,0,6,0,154500.0
4,9,3,3,4,2,2,0,0,99300.0
4,9,3,5,6,3,3,3,0,93600.0
4,9,5,2,5,2,2,1,0,225000.0
4,9,4,4,4,0,0,2,0,139300.0
3,9,1,8,9,8,8,5,0,146800.0
3,9,5,0,1,0,0,3,0,101000.0
3,9,2,1,1,1,1,1,0,118200.0
3,9,1,1,1,1,1,2,0,97700.0
3,9,2,8,9,8,9,2,0,143000.0
3,9,4,7,8,6,8,2,0,138400.0
3,9,2,8,8,8,8,6,0,184300.0
3,9,8,7,8,7,8,2,0,139000.0
3,9,10,1,2,1,2,0,0,122200.0
3,9,2,4,2,3,3,8,0,239400.0
3,9,2,8,7,7,8,4,0,216500.0
3,9,9,1,5,1,1,3,0,128100.0
3,9,3,3,2,2,2,6,0,193100.0
3,9,0,6,4,4,4,8,0,220100.0
3,9,2,7,5,6,5,7,0,237100.0
3,9,1,9,8,9,9,8,0,287800.0
3,9,4,0,0,0,0,9,0,276600.0
3,9,3,6,4,4,5,6,0,236500.0
3,9,3,3,2,2,2,7,0,233000.0
3,9,2,4,3,2,3,6,0,217500.0
3,9,1,7,6,6,6,8,0,277800.0
3,9,2,6,4,5,4,8,0,220100.0
3,9,1,3,2,2,2,4,0,239200.0
3,9,0,8,7,8,7,6,0,264400.0
3,9,1,4,1,2,1,8,0,394000.0
3,9,0,8,7,7,7,9,0,334800.0
3,9,1,2,1,1,1,8,0,273100.0
3,9,1,6,5,5,5,7,0,247600.0
3,9,0,9,9,8,9,8,0,229600.0
3,9,1,8,6,6,6,7,0,203700.0
3,9,2,8,8,8,8,2,0,154900.0
3,9,1,7,5,6,6,8,0,172100.0
3,9,3,8,8,8,9,4,0,135900.0
3,9,0,8,7,7,7,8,0,267400.0
3,9,0,8,7,8,7,8,0,198700.0
3,9,0,8,8,8,8,7,0,179400.0
3,9,3,8,8,8,8,2,0,128500.0
3,9,6,8,8,7,8,6,0,134700.0
3,9,0,8,8,8,8,5,0,139200.0
3,9,3,5,4,4,4,3,0,220100.0
3,9,1,2,1,1,1,6,0,186300.0
3,9,0,8,8,8,8,6,0,129200.0
3,9,7,8,8,8,8,2,0,86300.0
3,9,10,0,0,0,0,1,0,83800.0
3,9,8,8,8,8,8,1,0,87900.0
3,9,0,9,9,9,9,6,0,169300.0
3,9,9,6,7,5,7,1,0,101900.0
3,9,8,1,2,1,1,2,0,85300.0
3,9,1,1,0,0,0,8,0,187500.0
3,9,0,8,6,7,7,8,0,201400.0
3,9,0,9,9,9,9,5,0,147900.0
3,9,0,3,3,4,4,4,0,141100.0
3,9,2,0,0,0,0,0,0,136500.0
3,9,1,8,8,6,8,1,0,142600.0
3,9,0,7,6,5,4,8,0,218000.0
3,9,0,9,9,9,9,8,0,217300.0
3,9,1,8,7,8,8,8,0,188700.0
3,9,1,6,5,4,5,5,0,173200.0
3,9,3,2,1,2,2,4,0,110200.0
3,9,8,1,0,0,1,1,0,92000.0
3,9,0,6,6,6,6,4,0,124800.0
3,9,2,7,5,6,6,8,0,209400.0
3,9,3,8,7,7,7,5,0,151900.0
3,9,0,8,7,8,8,6,0,139400.0
3,9,1,8,8,8,8,3,0,124400.0
3,9,2,7,7,7,7,6,0,162700.0
3,9,1,7,6,7,6,6,0,126400.0
3,9,1,1,1,2,1,2,0,82100.0
3,9,2,6,5,5,5,7,0,192600.0
3,9,1,4,3,4,3,7,0,191400.0
3,9,8,4,4,4,4,4,0,108700.0
3,9,5,1,1,2,1,2,0,93600.0
3,9,0,0,0,0,0,4,0,110800.0
3,9,3,3,2,4,3,4,0,99300.0
3,9,8,2,2,2,2,3,0,91300.0
3,9,0,8,8,8,8,3,0,111300.0
3,9,1,4,2,3,2,7,0,212000.0
3,9,3,8,8,7,8,3,0,135500.0
3,9,3,6,4,4,4,6,0,190500.0
3,9,8,0,0,2,0,0,0,125000.0
3,9,1,8,8,8,8,7,0,164000.0
3,9,6,4,3,3,4,4,0,158800.0
3,9,1,8,7,7,8,6,0,220600.0
3,9,1,6,4,5,4,7,0,196300.0
3,9,1,8,8,7,8,1,0,158600.0
3,9,2,2,4,3,4,1,0,55300.0
3,9,1,5,3,4,4,7,0,212800.0
3,9,1,8,6,6,6,7,0,201900.0
3,9,1,2,1,1,1,8,0,191900.0
3,9,1,1,1,1,1,7,0,192300.0
3,9,2,4,4,5,4,2,0,156100.0
3,9,1,8,8,7,8,2,0,167700.0
3,9,1,3,2,2,2,7,0,150700.0
3,9,3,4,5,3,4,2,0,153200.0
3,9,2,5,5,5,4,2,0,166800.0
3,9,2,7,7,6,7,5,0,162900.0
3,9,3,8,7,7,8,7,0,174300.0
3,9,2,8,8,8,8,6,0,185400.0
3,9,0,0,0,0,0,9,0,312500.0
3,9,4,6,7,3,4,5,0,142700.0
3,9,2,3,4,2,2,3,0,128900.0
3,9,1,8,8,2,2,3,0,118800.0
3,9,1,0,0,0,0,3,0,175000.0
3,9,1,9,9,1,2,6,0,141300.0
3,9,3,9,9,2,3,4,0,244000.0
3,9,3,4,4,3,4,2,0,139100.0
3,9,2,8,8,8,8,3,0,148000.0
3,9,0,8,7,7,7,4,0,151500.0
3,9,4,5,6,3,5,1,0,87800.0
3,9,4,4,4,3,4,3,0,83500.0
3,9,2,2,3,2,3,1,0,70900.0
3,9,3,6,6,6,6,3,0,81900.0
3,9,2,2,1,1,1,5,0,96600.0
3,9,1,3,3,2,3,3,0,118800.0
3,9,6,0,0,0,0,2,0,102500.0
3,9,3,1,1,0,0,1,0,88200.0
3,9,1,1,2,1,1,1,0,102000.0
3,9,1,8,8,2,3,1,0,130500.0
3,9,0,4,4,0,0,5,0,126500.0
3,9,0,1,1,0,0,2,0,83000.0
3,9,1,6,6,1,1,1,0,88800.0
3,9,2,1,1,1,1,2,0,71900.0
3,9,0,0,0,0,0,2,0,100000.0
3,9,9,5,5,3,5,0,0,55900.0
3,9,2,7,7,6,7,1,0,75900.0
3,9,0,1,1,1,1,1,0,92800.0
3,9,2,0,0,0,0,3,0,82500.0
3,9,3,2,1,1,1,1,0,89200.0
3,9,3,3,2,1,2,1,0,69600.0
3,9,5,7,7,5,7,0,0,58000.0
3,9,7,0,1,0,0,0,0,75000.0
3,9,2,1,0,0,0,3,0,89400.0
3,9,4,1,1,0,0,2,0,67500.0
3,9,7,3,2,1,2,5,0,93600.0
3,9,3,7,7,6,7,1,0,77100.0
3,9,0,2,1,0,0,8,0,193800.0
3,9,0,1,1,0,0,0,0,137500.0
3,9,3,1,1,0,0,4,0,143800.0
3,9,1,3,3,1,1,5,0,113400.0
3,9,2,4,4,0,0,0,0,111500.0
3,9,1,8,8,1,2,4,0,145200.0
8,3,7,1,1,2,1,2,0,87800.0
8,3,8,1,1,2,2,3,0,92900.0
8,3,7,0,0,0,0,2,0,88900.0
8,3,8,1,2,2,1,3,0,90600.0
8,3,2,8,8,8,8,4,0,105100.0
8,3,1,2,1,2,1,5,0,124200.0
8,3,8,6,6,6,6,4,0,123800.0
8,3,10,3,3,3,3,2,0,141700.0
8,2,10,5,6,4,6,1,0,101600.0
8,2,7,5,5,3,5,3,0,169100.0
8,2,3,1,0,0,1,3,0,125000.0
8,2,8,6,8,7,8,1,0,96700.0
8,2,5,1,2,8,2,0,0,155000.0
8,2,0,0,0,0,1,1,0,162500.0
8,2,4,2,6,2,6,0,0,95800.0
8,3,8,1,1,1,1,0,0,114200.0
8,2,9,3,5,6,5,1,0,82300.0
8,2,6,8,7,8,8,2,0,92400.0
8,2,7,1,1,3,1,0,0,79900.0
8,2,8,1,1,3,1,1,0,84800.0
8,2,10,0,0,0,0,1,0,125000.0
8,3,8,0,0,0,0,2,0,112500.0
8,2,5,8,8,9,8,0,0,85900.0
8,2,4,8,8,8,8,3,0,122500.0
8,2,5,3,3,5,3,2,0,82200.0
8,2,6,4,5,7,5,2,0,80700.0
8,2,6,8,6,6,6,9,0,216600.0
8,2,4,5,2,3,3,9,0,235200.0
8,2,4,3,1,1,1,9,0,204800.0
8,2,1,9,8,8,8,8,0,219600.0
8,2,0,9,8,8,8,9,0,315200.0
8,2,10,7,6,5,6,6,0,136200.0
8,2,5,7,7,6,7,2,0,150000.0
8,2,10,4,3,3,3,4,0,129300.0
8,2,9,3,2,2,2,5,0,125500.0
8,2,9,4,3,4,4,4,0,117900.0
8,2,7,2,1,1,1,7,0,148900.0
8,2,8,3,2,1,2,5,0,134800.0
8,2,5,6,7,6,7,2,0,118800.0
8,2,3,8,8,8,8,5,0,123400.0
8,2,6,5,3,3,4,6,0,157800.0
8,2,5,0,0,0,0,9,0,112500.0
8,2,4,8,7,8,7,5,0,116500.0
8,2,5,1,0,1,0,5,0,115300.0
8,2,9,5,4,3,4,3,0,111500.0
8,2,5,4,5,3,5,2,0,117300.0
8,2,7,2,2,1,2,3,0,132100.0
8,2,7,2,1,2,2,3,0,123900.0
8,2,5,8,8,8,8,3,0,110800.0
8,2,6,5,5,7,5,2,0,98100.0
8,2,4,5,4,5,5,3,0,112700.0
8,2,5,7,7,6,7,4,0,133800.0
8,2,7,2,2,1,2,4,0,122900.0
8,2,6,3,2,2,2,6,0,120700.0
8,2,8,0,0,0,0,0,0,121400.0
8,2,9,6,5,5,5,6,0,114400.0
8,2,5,5,3,2,3,6,0,142600.0
8,2,2,3,2,2,2,6,0,140100.0
8,2,3,5,4,4,4,6,0,136800.0
8,2,4,7,5,7,6,7,0,127900.0
8,2,6,7,7,7,7,5,0,109100.0
8,2,5,1,1,4,1,3,0,82700.0
8,2,6,2,2,4,2,1,0,81300.0
8,2,6,0,0,1,0,6,0,89300.0
8,2,7,1,1,1,1,5,0,112000.0
8,2,8,1,0,0,1,3,0,116000.0
8,2,6,4,5,3,5,3,0,117600.0
8,2,5,7,7,6,8,4,0,112500.0
8,2,5,6,6,6,7,4,0,125600.0
8,2,3,8,8,8,8,2,0,118500.0
8,2,4,5,6,6,5,5,0,113500.0
8,2,6,3,2,4,3,6,0,113900.0
8,2,7,5,5,6,4,6,0,104500.0
8,2,7,5,4,4,4,7,0,113300.0
8,2,1,8,9,8,8,1,0,129300.0
8,2,5,1,1,1,2,2,0,109400.0
8,2,6,2,2,3,2,7,0,116000.0
8,2,1,7,8,8,8,1,0,103700.0
8,2,5,5,5,6,5,5,0,114100.0
8,2,5,7,6,6,6,5,0,126900.0
8,2,5,3,2,3,2,6,0,118700.0
8,2,6,2,1,2,1,6,0,129900.0
8,2,2,8,8,8,8,4,0,113900.0
8,2,6,5,6,6,6,3,0,110800.0
8,2,5,5,4,5,5,5,0,121400.0
8,2,6,6,6,7,6,1,0,113300.0
8,2,4,6,6,8,7,2,0,113700.0
8,2,5,1,0,1,1,5,0,314100.0
8,2,3,8,8,8,8,6,0,148700.0
8,2,1,9,9,9,9,6,0,138000.0
8,2,0,0,0,0,0,9,0,193800.0
8,3,4,3,3,5,3,2,0,87800.0
8,3,6,1,1,2,1,2,0,92000.0
8,3,6,7,6,7,5,3,0,97800.0
8,3,0,8,8,8,8,6,0,162800.0
8,3,3,5,7,7,6,0,0,86800.0
8,3,5,1,2,4,2,1,0,76200.0
8,3,7,5,6,7,6,1,0,83400.0
8,2,3,6,4,6,4,6,0,152200.0
8,2,1,9,9,9,9,3,0,119500.0
8,3,4,7,7,7,6,2,0,95200.0
8,3,6,4,4,4,4,3,0,98300.0
8,3,4,5,7,7,7,0,0,88600.0
8,3,5,3,3,4,4,3,0,96600.0
8,3,2,7,6,7,5,7,0,116900.0
8,3,1,9,9,9,9,7,0,171300.0
8,3,1,4,2,5,3,6,0,128500.0
8,3,3,4,4,4,3,7,0,116400.0
8,2,2,5,5,7,5,4,0,115000.0
8,2,2,6,5,7,5,7,0,160600.0
8,2,3,5,4,5,4,6,0,138700.0
8,2,0,9,9,9,9,7,0,158100.0
8,3,3,4,3,5,4,6,0,121100.0
8,3,6,4,4,6,5,5,0,108200.0
8,3,3,8,8,8,7,6,0,142400.0
8,3,3,8,9,9,9,1,0,135300.0
8,3,1,8,8,8,8,5,0,145500.0
8,3,7,8,8,8,7,4,0,124700.0
8,3,1,9,9,9,9,8,0,182900.0
8,2,6,1,1,2,1,5,0,141000.0
8,2,5,2,2,3,2,6,0,141000.0
8,2,6,0,0,0,0,5,0,137500.0
